space_time_id,GID_0,NAME_0,GID_2,NAME_1,year,month,day,country,admin1,location,infra_cate,infra,sub_event_,damage_inf,severity_i,notes,fatalities,actor1,assoc_acto,inter1,actor2,assoc_ac_1,inter2,source,radio,mcc,net,ran_usd,tower_usd,power_usd,backhaul_usd,labor_usd,total_usd,pop,wealth_usd,wealth_cfa,usd_to_cfa,direct_cost,indirect_cost_usd,value_at_risk,protection_costs,benefit-cost-ratio
2021_3_5_-1.7004_13.9859,BFA,Burkina Faso,BFA.12.3_1,Sahel,2021,3,5,BFA,Sahel,Silgueye,communications,antenna,Looting/property destruction,sabotage_removed,unknown,"Looting: On 5 March 2021, presumed JNIM militants seized solar panels and batteries from a telecommunications antenna in the village of Silgueye (Djibo, Soum).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,18833.38171718823,5264802,8426,0.0016,91000,60581.28328767124,151581.28328767122,2575.757575757576,58.84920409991941
2022_10_22_-0.4603_14.6755,BFA,Burkina Faso,BFA.12.1_1,Sahel,2022,10,22,BFA,Sahel,Oursi,communications,antenna,Looting/property destruction,destruction,destroyed,"Property destruction: On 22 October 2022, presumed IS Sahel militants destroyed a telecommunications antenna in Oursi (Oursi, Oudalan).",0,Islamic State (West Africa) - Greater Sahara Faction,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,12408.176763431147,3060794,4899,0.0016,91000,35220.09534246576,126220.09534246576,2575.757575757576,49.00309583883965
2022_12_31_-2.1806_11.6431,BFA,Burkina Faso,BFA.5.4_1,Centre-Ouest,2022,12,31,BFA,Centre-Ouest,Gao,communications,installation,Looting/property destruction,arson,burned,"Property destruction: On 31 December 2022, presumed JNIM militants burned the gendarmerie, mayor's office, and telecommunications installations in the village of Gao (Gao, Ziro).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Police Forces of Burkina Faso (2022-) Gendarmerie; Government of Burkina Faso (2022-),Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,2.0,40000,15000,5000,30000,1000,91000,14090.21421154709,3379776,5410,0.0016,91000,38890.57315068493,129890.57315068494,2575.757575757576,50.42810487026591
2022_11_7_-2.5622_13.0281,BFA,Burkina Faso,BFA.10.4_1,Nord,2022,11,7,BFA,Nord,Boussou,communications,antenna,Looting/property destruction,sabotage_removed,unknown,"Looting: On 7 November 2022, presumed JNIM militants burned the prefecture and sabotaged a telecommunications antenna by removing the solar panels in the village of Boussou (Boussou, Zondoma).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Government of Burkina Faso (2022-),Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,1.0,40000,15000,5000,30000,1000,91000,12348.94109129268,2804073,4491,0.0016,91000,32266.04547945205,123266.04547945203,2575.757575757576,47.85622942143432
2022_3_31_0.5528_11.0142,BFA,Burkina Faso,BFA.8.4_1,Est,2022,3,31,BFA,Est,Tambibongou,communications,antenna,Looting/property destruction,ransacking,unknown,"Property destruction: On 31 March 2022, presumed JNIM militants vandalized a telecommunications antenna in the village of Tambibongou (Kompienga, Kompienga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,15077.482385650132,3861708,6179,0.0016,91000,44436.09205479452,135436.0920547945,2575.757575757576,52.581071033037865
2022_1_30_-1.0309_13.2438,BFA,Burkina Faso,BFA.4.3_1,Centre-Nord,2022,1,30,BFA,Centre-Nord,Gabou,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 30 January 2022, presumed JNIM militants burned a telecommunications antenna and the market in the village of Gabou (Barsalogho, Sanmatenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Labour Group (Burkina Faso),Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,28086.72090464437,7446164,11917,0.0016,91000,85681.88712328768,176681.88712328768,2575.757575757576,68.5941444125705
2022_5_9_-0.1363_13.4072,BFA,Burkina Faso,BFA.8.1_1,Est,2022,5,9,BFA,Est,Coalla,communications,antenna,Looting/property destruction,destruction,destroyed,"Property destruction: On 9 May 2022, overnight presumed JNIM militants destroyed a telecommunications antenna in the town of Coalla (Coalla, Gnagna).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,5721.440620905919,1494571,2388,0.0016,91000,17197.803287671235,108197.80328767124,2575.757575757576,42.00620598227236
2022_1_18_-2.7605_13.6128,BFA,Burkina Faso,BFA.10.3_1,Nord,2022,1,18,BFA,Nord,Douma,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: On 18 January 2022, presumed JNIM militants sabotaged a telecommunications antenna in the village of Douma (Tangaye, Yatenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,8502.760250809455,2346150,3757,0.0016,91000,26996.79452054795,117996.79452054796,2575.757575757576,45.810520225624494
2022_1_15_-0.719_14.6008,BFA,Burkina Faso,BFA.12.1_1,Sahel,2022,1,15,BFA,Sahel,Deou,communications,antenna,Remote explosive/landmine/IED,ied,destroyed,"On 15 January 2022, presumed JNIM militants detonated a telecommunications antenna in the village of Deou (Deou, Oudalan).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,,,,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,8024.879669749212,2174717,3467,0.0016,91000,25024.14082191781,116024.1408219178,2575.757575757576,45.04466643674456
2022_3_5_-2.8231_13.1219,BFA,Burkina Faso,BFA.1.6_1,Boucle du Mouhoun,2022,3,5,BFA,Boucle du Mouhoun,Toaga,communications,installation,Looting/property destruction,arson,burned,"Property destruction: On 5 March 2022, presumed JNIM militants burned a telecommunications installation in the village of Toaga (Tougan, Sourou).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,6407.289253764743,2488468,3984,0.0016,91000,28634.426301369866,119634.42630136988,2575.757575757576,46.44630668170829
2022_2_16_0.1403_11.5013,BFA,Burkina Faso,BFA.3.2_1,Centre-Est,2022,2,16,BFA,Centre-Est,Yonde,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 16 February 2022, presumed JNIM militants burned the mayor's office, the prefecture, a livestock warehouse, and a telecommunications antenna in the town of Yonde (Yonde, Boulgou).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Government of Burkina Faso (2022-),Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,UMTS,613.0,2.0,40000,15000,5000,30000,1000,91000,28306.351172860428,7332711,11746,0.0016,91000,84376.4005479452,175376.4005479452,2575.757575757576,68.08730844802578
2022_10_15_-0.233_12.9348,BFA,Burkina Faso,BFA.8.1_1,Est,2022,10,15,BFA,Est,Kossougoudou,communications,installation,Looting/property destruction,destruction,destroyed,"Property destruction: On 15 October 2022, presumed JNIM militants destroyed telecommunications installations in the village of Kossougoudou (Bogande, Gnagna).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,12713.923137881018,4094586,6552,0.0016,91000,47115.78410958904,138115.78410958903,2575.757575757576,53.62142206607574
2022_10_16_-0.3747_12.8521,BFA,Burkina Faso,BFA.4.2_1,Centre-Nord,2022,10,16,BFA,Centre-Nord,Lillougou,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 16 October 2022, presumed JNIM militants burned telecommunications antennas in the village of Lillougou (Zeguedeguen, Namentenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,13054.990608125969,3472714,5557,0.0016,91000,39959.99671232877,130959.99671232878,2575.757575757576,50.84329284125705
2022_7_4_-2.7283_13.2395,BFA,Burkina Faso,BFA.1.6_1,Boucle du Mouhoun,2022,7,4,BFA,Boucle du Mouhoun,Kiembara,communications,installation,Looting/property destruction,arson,burned,"Property destruction: On 4 July 2022, presumed JNIM militants burned a warehouse belonging to the mayor office, a bar, a police station, a gendarmerie, and a telecommunications installation, and seized a motorcycle in the town of Kiembara (Kiembara, Sour",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Government of Burkina Faso (2022-); Labour Group (Burkina Faso); Police Forces of Burkina Faso (2022-); Police Forces of Burkina Faso (2022-) Gendarmerie,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,15921.899265175272,4636343,7417,0.0016,91000,53349.7002739726,144349.7002739726,2575.757575757576,56.04164834165994
2022_10_30_-1.2239_13.1021,BFA,Burkina Faso,BFA.4.3_1,Centre-Nord,2022,10,30,BFA,Centre-Nord,Sian,communications,antenna,Looting/property destruction,ransacking,unknown,"Property destruction: On 30 October 2022, presumed JNIM militants vandalized a bar and a telecommunication antenna in the village of Sian (Kaya, Sanmatenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Labour Group (Burkina Faso),Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,2.0,40000,15000,5000,30000,1000,91000,26711.292572809474,7539858,12063,0.0016,91000,86760.0098630137,177760.0098630137,2575.757575757576,69.01270971152296
2022_10_23_-4.6833_9.95,BFA,Burkina Faso,BFA.2.1_1,Cascades,2022,10,23,BFA,Cascades,Folonzo,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: On 23 October 2022, presumed JNIM militants sabotaged a telecommunications antenna in the village of Folonzo (Niangoloko, Comoe).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,7776.395596372385,2094255,3351,0.0016,91000,24098.276712328767,115098.27671232876,2575.757575757576,44.68521331184528
2022_8_19_-4.1098_12.5496,BFA,Burkina Faso,BFA.1.3_1,Boucle du Mouhoun,2022,8,19,BFA,Boucle du Mouhoun,Dokui,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 19 August 2022, presumed JNIM militants vandalized and burned a police station, a telecommunications antenna, and school classes in the town of Dokui (Dokui, Kossi).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Police Forces of Burkina Faso (2022-),Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,12723.13107464009,3360839,5367,0.0016,91000,38672.66794520548,129672.66794520548,2575.757575757576,50.34350637872683
2022_2_4_-3.4088_12.9833,BFA,Burkina Faso,BFA.1.6_1,Boucle du Mouhoun,2022,2,4,BFA,Boucle du Mouhoun,Lanfiera,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: Around 4 February 2022 (as reported), presumed JNIM militants sabotaged a telecommunications installation in the town of Lanfiera (Lanfiera, Sourou).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,23490.317741663726,7128303,11403,0.0016,91000,82024.30849315069,173024.3084931507,2575.757575757576,67.17414329734085
2023_2_6_-0.3323_11.5747,BFA,Burkina Faso,BFA.3.1_1,Centre-Est,2023,2,6,BFA,Centre-Est,Koabgtenga,communications,installation,Looting/property destruction,arson,burned,"Property destruction: On 6 February 2023, presumed JNIM militants set fire to the town hall, the prefecture, cell phone installations, some private houses, the primary school, the college, and several teacher motorcycles in Koabgtenga (Bane, Boulgou).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Government of Burkina Faso (2022-); Teachers (Burkina Faso),Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,2.0,40000,15000,5000,30000,1000,91000,19880.523440863584,5501218,8814,0.0016,91000,63301.68657534247,154301.68657534246,2575.757575757576,59.90536067042707
2022_11_24_-3.8473_10.4009,BFA,Burkina Faso,BFA.2.1_1,Cascades,2022,11,24,BFA,Cascades,Ouo,communications,installation,Armed clash,ransacking,unknown,"On 24 November 2022, JNIM militants attacked gendarmerie and forest guard positions in the town of Ouo (Ouo, Comoe). The militants abducted a forest guard, vandalized the gendarmerie, the mayor's office, the prefecture, bars, and telecommunications insta",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Police Forces of Burkina Faso (2022-) Gendarmerie,Forest Guards (Burkina Faso),State Forces,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,17770.872913469997,4562943,7305,0.0016,91000,52505.09753424658,143505.09753424657,2575.757575757576,55.71374374858984
2022_8_20_-0.0923_12.2985,BFA,Burkina Faso,BFA.8.1_1,Est,2022,8,20,BFA,Est,Moaka,communications,installation,Looting/property destruction,looting,looting,"Looting: On 20 August 2022, presumed JNIM militants looted batteries at a telecommunications installation in the village of Moaka (Bilanga, Gnagna).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,8023.440739495635,2281014,3652,0.0016,91000,26247.284383561644,117247.28438356164,2575.757575757576,45.51953393714746
2022_2_7_-0.0569_11.3394,BFA,Burkina Faso,BFA.3.1_1,Centre-Est,2022,2,7,BFA,Centre-Est,Sawengua,communications,other,Looting/property destruction,arson,burned,"Property destruction: On 7 February 2022, presumed JNIM burned a telecommunications station in the village of Sawengua (Bittou, Boulgou).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,14731.015674394372,3870852,6185,0.0016,91000,44541.31068493152,135541.31068493152,2575.757575757576,52.62192061885576
2022_10_5_-1.1779_11.4389,BFA,Burkina Faso,BFA.6.3_1,Centre-Sud,2022,10,5,BFA,Centre-Sud,Pont Nazinon,communications,installation (mention),Armed clash,battle,unknown,"On 5 October 2022, suspected JNIM militants killed a security guard at a telecommunications installation in the forest of Nazinon, near Pont Nazinon (Nobere, Zoundweogo).",1,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Private Security Forces (Burkina Faso),,External and Other Forces,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,2.0,40000,15000,5000,30000,1000,91000,12231.561901104307,2925737,4686,0.0016,91000,33666.014794520546,124666.01479452054,2575.757575757576,48.39974692022562
2022_11_1_-3.752_11.8669,BFA,Burkina Faso,BFA.1.4_1,Boucle du Mouhoun,2022,11,1,BFA,Boucle du Mouhoun,Bondokuy,communications,installation,Looting/property destruction,arson,burned,"Property destruction: On 1 November 2022, presumed JNIM militants burned telecommunications installations in the village of Bondokuy (Bondokui, Mouhoun).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,2.0,40000,15000,5000,30000,1000,91000,16701.69062410483,4445824,7115,0.0016,91000,51157.426849315074,142157.42684931506,2575.757575757576,55.190530423851726
2022_3_30_-1.5387_13.4531,BFA,Burkina Faso,BFA.4.1_1,Centre-Nord,2022,3,30,BFA,Centre-Nord,Kourpelle,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 30 March 2022, presumed JNIM militants burned two bars and a telecommunications antenna in the village of Kourpelle (Kongoussi, Bam).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Labour Group (Burkina Faso),Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,26516.84822503566,7768629,12437,0.0016,91000,89392.44328767125,180392.44328767125,2575.757575757576,70.03471327639001
2022_1_19_-3.4932_12.8258,BFA,Burkina Faso,BFA.1.3_1,Boucle du Mouhoun,2022,1,19,BFA,Boucle du Mouhoun,Sono,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: On 19 January 2022, presumed JNIM militants sabotaged a telecommunications antenna in the village of Sono (Sono, Kossi).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,8613.979799416136,2067091,3313,0.0016,91000,23785.704657534247,114785.70465753424,2575.757575757576,44.56386180821918
2022_10_16_-0.282_12.8424,BFA,Burkina Faso,BFA.4.2_1,Centre-Nord,2022,10,16,BFA,Centre-Nord,Kogossablogo,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 16 October 2022, presumed JNIM militants burned telecommunications antennas in the village of Kogossablogo (Dargo, Namentenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,10197.24748154174,3281311,5247,0.0016,91000,37757.55123287672,128757.55123287672,2575.757575757576,49.9882257727639
2022_2_9_0.7233_11.0811,BFA,Burkina Faso,BFA.8.4_1,Est,2022,2,9,BFA,Est,Kompienga,communications,telecommunications station,Looting/property destruction,looting,looting,"Looting: On 9 February 2022, presumed JNIM militants looted fuel at a telecommunications station in Kompienga (Kompienga, Kompienga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,2.0,40000,15000,5000,30000,1000,91000,24466.7427866292,9287244,14860,0.0016,91000,106866.91726027396,197866.917260274,2575.757575757576,76.8189208186946
2022_10_3_-3.5553_11.1877,BFA,Burkina Faso,BFA.9.3_1,Haut-Bassins,2022,10,3,BFA,Hauts-Bassins,Gombeledougou,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: On 3 October 2022, presumed JNIM militants fired gunshots at a telecommunications installation in the village of Gombeledougou (Koumbia, Tuy).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,6543.501766919823,1881106,3010,0.0016,91000,21645.60328767123,112645.60328767124,2575.757575757576,43.732998923448825
2022_1_14_-2.071_13.7677,BFA,Burkina Faso,BFA.10.1_1,Nord,2022,1,14,BFA,Nord,Titao,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: On 14 January 2022, overnight presumed JNIM militants sabotaged a telecommunications antenna in the area of Titao (Titao, Loroum).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,UMTS,613.0,2.0,40000,15000,5000,30000,1000,91000,22363.79394982213,7751582,12386,0.0016,91000,89196.28602739726,180196.2860273973,2575.757575757576,69.95855810475423
2022_1_15_-1.6082_13.8317,BFA,Burkina Faso,BFA.4.1_1,Centre-Nord,2022,1,15,BFA,Centre-Nord,Namssiguia,communications,antenna,Armed clash,arson,burned,"On 15 January 2022, presumed JNIM militants and volunteer fighters (VDP) and Koglweogo clashed in the village of Namssiguia (Bourzanga, Bam). The militants killed at least nine civilians, wounded a volunteer fighter (VDP), burned an ambulance, a telecomm",9,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,VDP: Volunteer for Defense of Homeland,Koglweogo Militia,Identity Militias,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,18039.517944340263,4977790,7969,0.0016,91000,57278.6794520548,148278.67945205478,2575.757575757576,57.56701672844479
2023_3_15_-0.5225_13.3164,BFA,Burkina Faso,BFA.4.2_1,Centre-Nord,2023,3,15,BFA,Centre-Nord,Tougouri,communications,radio station,Looting/property destruction,arson,burned,"Property destruction: On 15 March 2023, presumed JNIM militants set fire to the local radio station in the town of Tougouri (Namentenga, Centre-Nord).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,24266.53776602461,7323482,11712,0.0016,91000,84270.20383561644,175270.20383561644,2575.757575757576,68.0460791361805
2022_3_11_-1.6418_14.0875,BFA,Burkina Faso,BFA.12.3_1,Sahel,2022,3,11,BFA,Sahel,Djibo,communications,radio station,Looting/property destruction,ransacking,unknown,"Property destruction: On 11 March 2022, presumed JNIM militants vandalized a radio station in the town of Djibo (Djibo, Soum).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Journalists (Burkina Faso),Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,UMTS,613.0,1.0,40000,15000,5000,30000,1000,91000,32652.848291751827,10422983,16676,0.0016,91000,119935.69479452056,210935.69479452056,2575.757575757576,81.89268150846091
2022_10_7_-3.2579_11.4269,BFA,Burkina Faso,BFA.9.3_1,Haut-Bassins,2022,10,7,BFA,Hauts-Bassins,Lolio,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 7 October 2022, presumed JNIM militants burned a telecommunications antenna in the village of Lolio (Founzan, Tuy).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,2.0,40000,15000,5000,30000,1000,91000,23588.559093378342,6354929,10168,0.0016,91000,73125.2104109589,164125.2104109589,2575.757575757576,63.71919933601934
2022_10_24_-0.3536_11.4974,BFA,Burkina Faso,BFA.3.1_1,Centre-Est,2022,10,24,BFA,Centre-Est,Ouada-V1,communications,installation,Looting/property destruction,arson,burned,"Property destruction: On 24 October 2022, presumed JNIM militants burned two schools and two telecommunications installations in the village of Ouada-V1 (Bane, Boulgou).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,1.0,40000,15000,5000,30000,1000,91000,17365.859967896282,4634598,7417,0.0016,91000,53329.62082191781,144329.6208219178,2575.757575757576,56.03385278968573
2022_10_22_-0.235_12.9818,BFA,Burkina Faso,BFA.8.1_1,Est,2022,10,22,BFA,Est,Tieri,communications,installation,Looting/property destruction,destruction,destroyed,"Property destruction: On 22 October 2022, presumed JNIM militants destroyed a telecommunications installation in the village of Tieri (Bogande, Gnagna).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,1.0,40000,15000,5000,30000,1000,91000,18329.178960800626,6510456,10415,0.0016,91000,74914.83616438355,165914.83616438357,2575.757575757576,64.41399521676067
2019_12_18_-1.9551_13.8826,BFA,Burkina Faso,BFA.10.1_1,Nord,2019,12,18,BFA,Nord,Toulfe,communications,telecommunications tower,Remote explosive/landmine/IED,ied,destroyed,"On 18 December 2019, presumed JNIM militants detonated a transmission tower in Toulfe.",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,,,,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,11079.204300225369,2881758,4606,0.0016,91000,33159.95506849315,124159.95506849316,2575.757575757576,48.20327667365028
2022_11_17_-0.2646_12.6256,BFA,Burkina Faso,BFA.4.2_1,Centre-Nord,2022,11,17,BFA,Centre-Nord,Yaongo,communications,installation,Looting/property destruction,arson,burned,"Property destruction: On 17 November 2022, presumed JNIM militants burned telecommunications installations in the village of Yaongo (Dargo, Namentenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,2.0,40000,15000,5000,30000,1000,91000,15382.538947317911,4688138,7502,0.0016,91000,53945.69753424658,144945.69753424657,2575.757575757576,56.27303551329573
2022_2_15_-0.5868_13.49,BFA,Burkina Faso,BFA.4.2_1,Centre-Nord,2022,2,15,BFA,Centre-Nord,Damkarko 2,communications,antenna,Looting/property destruction,destruction,destroyed,"Property destruction: On 15 February 2022, presumed JNIM militants destroyed a telecommunications antenna in the village of Damkarko 2 (Bouroum, Namentenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,10284.31514638398,2858627,4576,0.0016,91000,32893.7901369863,123893.7901369863,2575.757575757576,48.09994205318291
2022_9_1_1.8669_11.8752,BFA,Burkina Faso,BFA.8.5_1,Est,2022,9,1,BFA,Est,Tansarga,communications,antenna,Looting/property destruction,ransacking,unknown,"Property destruction: On 1 September 2022, presumed JNIM militants vandalized telecommunications installations in Tansarga (Tansarga, Tapoa).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,23781.80316213844,6229914,9968,0.0016,91000,71686.68164383562,162686.68164383562,2575.757575757576,63.16071169701853
2022_2_21_-2.5921_13.3978,BFA,Burkina Faso,BFA.10.3_1,Nord,2022,2,21,BFA,Nord,Zogore,communications,antenna,Looting/property destruction,destruction,destroyed,"Property destruction: On 21 February 2022, presumed JNIM militants destroyed telecommunications antennas in Zogore (Zogore, Yatenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,2.0,40000,15000,5000,30000,1000,91000,23417.142121501656,6956087,11132,0.0016,91000,80042.64493150685,171042.64493150683,2575.757575757576,66.40479156164382
2022_3_5_0.7075_11.2497,BFA,Burkina Faso,BFA.8.4_1,Est,2022,3,5,BFA,Est,Pama,communications,antenna,Remote explosive/landmine/IED,sabotage,unknown,"On 5 March 2022, presumed JNIM militants set off explosives and sabotaged a power generator and a telecommunications antenna in Pama (Pama, Kompienga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,,,,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,13050.092538819274,3623104,5792,0.0016,91000,41690.51178082192,132690.51178082192,2575.757575757576,51.5151398678485
